benchmark_id,file_name,cif_path,reference_id,reference_cif_path,relaxed_cif_path,target_formula,generated_reduced_formula,reference_formula,target_structure_family,reference_prototype,structure_match,structure_match_after,rms_dist,rms_dist_before,rms_dist_after,relax_ok,energy_drop_per_atom,max_force_before,max_force_after,mlip_consensus_stable_flag,geometry_ok,bond_lengths_reasonable,num_bad_contacts,generated_space_group,reference_space_group,relaxed_space_group,generated_volume,reference_volume,relaxed_volume,relaxed_volume_ratio,primary_category,category_flags,failure_modes,relaxation_effect,reference_risk,diagnostic_confidence,diagnostic_reason
generated_challenge_basno3_perovskite,challenge_025_basno3_perovskite_solution.cif,C:\Users\brown\Downloads\example created cifs\challenge_025_basno3_perovskite_solution.cif,prototype_generated_challenge_basno3_perovskite,C:\Users\brown\Documents\GitHub\Structured_Crystal_Analyser\benchmarks\paper_targets\reference_cifs\generated_challenge_basno3_perovskite.cif,C:\Users\brown\Documents\GitHub\Structured_Crystal_Analyser\reports\paper_targets_chgnet_relaxed\challenge_025_basno3_perovskite_solution_chgnet_relaxed.cif,BaSnO3,BaSnO3,BaSnO3,perovskite,cubic ABO3 perovskite,False,False,,,,True,0.15436182022094735,1.225946903246859,0.053983227203679596,False,True,True,0,P4mm,Pm-3m,P4mm,97.33599999999997,69.934528,93.7138069475246,0.962786707359298,wrong_prototype_or_symmetry,relaxation_improved;wrong_prototype_or_symmetry;reference_prototype_mismatch_risk,wrong_prototype_or_symmetry;reference_prototype_mismatch_risk,relaxation_improved,prototype_or_polymorph_note,medium,Generated CIF is geometrically plausible but does not match the reference prototype.
generated_challenge_baceo3_perovskite,challenge_027_baceo3_perovskite_solution.cif,C:\Users\brown\Downloads\example created cifs\challenge_027_baceo3_perovskite_solution.cif,prototype_generated_challenge_baceo3_perovskite,C:\Users\brown\Documents\GitHub\Structured_Crystal_Analyser\benchmarks\paper_targets\reference_cifs\generated_challenge_baceo3_perovskite.cif,C:\Users\brown\Documents\GitHub\Structured_Crystal_Analyser\reports\paper_targets_chgnet_relaxed\challenge_027_baceo3_perovskite_solution_chgnet_relaxed.cif,BaCeO3,BaCeO3,BaCeO3,perovskite,cubic ABO3 perovskite,True,True,0.0,0.0,9.991955972347015e-09,True,0.007700347900390536,3.911377414586153e-07,5.966166101296821e-07,False,True,True,0,Pm-3m,Pm-3m,Pm-3m,97.33599999999997,85.18400000000003,88.79646992284114,0.9122675055769824,exact_reference_match,exact_reference_match;relaxation_worsened;reference_prototype_mismatch_risk,exact_reference_match;reference_prototype_mismatch_risk,relaxation_worsened,prototype_or_polymorph_note,high,StructureMatcher matched the generated CIF to the reference.
generated_challenge_feo_wustite,challenge_048_feo_wustite_solution.cif,C:\Users\brown\Downloads\example created cifs\challenge_048_feo_wustite_solution.cif,prototype_generated_challenge_feo_wustite,C:\Users\brown\Documents\GitHub\Structured_Crystal_Analyser\benchmarks\paper_targets\reference_cifs\generated_challenge_feo_wustite.cif,C:\Users\brown\Documents\GitHub\Structured_Crystal_Analyser\reports\paper_targets_chgnet_relaxed\challenge_048_feo_wustite_solution_chgnet_relaxed.cif,FeO,FeO,FeO,wustite/rocksalt,B1 rocksalt,False,False,,,,True,1.7830569744110107,1.4901161193847656e-08,1.908302454262508e-07,False,True,True,0,P4/mmm,Fm-3m,P4/mmm,97.33599999999997,81.182737,36.927967381913525,0.37938653100511155,relaxed_structure_collapsed,relaxation_worsened;relaxed_structure_collapsed;wrong_prototype_or_symmetry;reference_prototype_mismatch_risk,relaxed_structure_collapsed;wrong_prototype_or_symmetry;reference_prototype_mismatch_risk,relaxation_worsened,prototype_or_polymorph_note;family_alias_or_proxy,high,Relaxed volume ratio or relaxation error indicates possible collapse. Generated CIF is geometrically plausible but does not match the reference prototype.
sanity_nio_rocksalt,challenge_049_nio_rocksalt_solution.cif,C:\Users\brown\Downloads\example created cifs\challenge_049_nio_rocksalt_solution.cif,prototype_sanity_nio_rocksalt,C:\Users\brown\Documents\GitHub\Structured_Crystal_Analyser\benchmarks\paper_targets\reference_cifs\sanity_nio_rocksalt.cif,C:\Users\brown\Documents\GitHub\Structured_Crystal_Analyser\reports\paper_targets_chgnet_relaxed\challenge_049_nio_rocksalt_solution_chgnet_relaxed.cif,NiO,NiO,NiO,rocksalt,B1 rocksalt,False,False,,,,True,1.7497923374176025,0.2878001332283029,0.04537707194703552,True,True,True,0,P4mm,Fm-3m,P4mm,97.33599999999997,72.511713,26.740883296437943,0.27472757557777133,relaxed_structure_collapsed,relaxation_improved;relaxed_structure_collapsed;wrong_prototype_or_symmetry;mlip_stable_but_wrong_prototype;reference_prototype_mismatch_risk,relaxed_structure_collapsed;wrong_prototype_or_symmetry;mlip_stable_but_wrong_prototype;reference_prototype_mismatch_risk,relaxation_improved,prototype_or_polymorph_note,high,Relaxed volume ratio or relaxation error indicates possible collapse. Generated CIF is geometrically plausible but does not match the reference prototype. MLIP consensus marks the structure stable while StructureMatcher does not match the reference.
sanity_coo_rocksalt,challenge_050_coo_rocksalt_solution.cif,C:\Users\brown\Downloads\example created cifs\challenge_050_coo_rocksalt_solution.cif,prototype_sanity_coo_rocksalt,C:\Users\brown\Documents\GitHub\Structured_Crystal_Analyser\benchmarks\paper_targets\reference_cifs\sanity_coo_rocksalt.cif,C:\Users\brown\Documents\GitHub\Structured_Crystal_Analyser\reports\paper_targets_chgnet_relaxed\challenge_050_coo_rocksalt_solution_chgnet_relaxed.cif,CoO,CoO,CoO,rocksalt,B1 rocksalt,False,False,,,,True,1.6753020286560059,2.356080457693621e-08,7.79431869424702e-07,True,True,True,0,Pm-3m,Fm-3m,Pm-3m,97.33599999999997,77.30877599999998,17.95473442471313,0.18446139583209847,relaxed_structure_collapsed,relaxation_worsened;relaxed_structure_collapsed;wrong_prototype_or_symmetry;mlip_stable_but_wrong_prototype;reference_prototype_mismatch_risk,relaxed_structure_collapsed;wrong_prototype_or_symmetry;mlip_stable_but_wrong_prototype;reference_prototype_mismatch_risk,relaxation_worsened,prototype_or_polymorph_note,high,Relaxed volume ratio or relaxation error indicates possible collapse. Generated CIF is geometrically plausible but does not match the reference prototype. MLIP consensus marks the structure stable while StructureMatcher does not match the reference.
generated_challenge_mno_rocksalt,challenge_051_mno_rocksalt_solution.cif,C:\Users\brown\Downloads\example created cifs\challenge_051_mno_rocksalt_solution.cif,prototype_generated_challenge_mno_rocksalt,C:\Users\brown\Documents\GitHub\Structured_Crystal_Analyser\benchmarks\paper_targets\reference_cifs\generated_challenge_mno_rocksalt.cif,C:\Users\brown\Documents\GitHub\Structured_Crystal_Analyser\reports\paper_targets_chgnet_relaxed\challenge_051_mno_rocksalt_solution_chgnet_relaxed.cif,MnO,MnO,MnO,rocksalt,B1 rocksalt,False,False,,,,False,1.199756145477295,2.7002236688776375,0.20950477872003564,False,True,True,0,R3m,Fm-3m,R3m,97.33599999999997,87.52838400000002,81.21873489320872,0.834416196404298,relaxation_failed,relaxation_failed;relaxation_improved;wrong_prototype_or_symmetry;reference_prototype_mismatch_risk,relaxation_failed;wrong_prototype_or_symmetry;reference_prototype_mismatch_risk,relaxation_improved,prototype_or_polymorph_note,high,CHGNet relaxation did not satisfy the configured force threshold. Generated CIF is geometrically plausible but does not match the reference prototype.
sanity_zro2_fluorite,challenge_053_zro2_fluorite_solution.cif,C:\Users\brown\Downloads\example created cifs\challenge_053_zro2_fluorite_solution.cif,prototype_sanity_zro2_fluorite,C:\Users\brown\Documents\GitHub\Structured_Crystal_Analyser\benchmarks\paper_targets\reference_cifs\sanity_zro2_fluorite.cif,C:\Users\brown\Documents\GitHub\Structured_Crystal_Analyser\reports\paper_targets_chgnet_relaxed\challenge_053_zro2_fluorite_solution_chgnet_relaxed.cif,ZrO2,ZrO2,ZrO2,fluorite/monoclinic,fluorite,False,False,,,,False,1.265947977701823,8.425687789916998,0.17948919581063283,False,True,True,0,P4mm,Fm-3m,P4/mmm,97.33599999999997,131.87222899999998,38.94216822263874,0.4000798083200332,relaxed_structure_collapsed,relaxation_failed;relaxation_improved;relaxed_structure_collapsed;wrong_prototype_or_symmetry;reference_prototype_mismatch_risk,relaxation_failed;relaxed_structure_collapsed;wrong_prototype_or_symmetry;reference_prototype_mismatch_risk,relaxation_improved,prototype_or_polymorph_note;family_alias_or_proxy,high,CHGNet relaxation did not satisfy the configured force threshold. Relaxed volume ratio or relaxation error indicates possible collapse. Generated CIF is geometrically plausible but does not match the reference prototype.
sanity_ceo2_fluorite,challenge_054_ceo2_fluorite_solution.cif,C:\Users\brown\Downloads\example created cifs\challenge_054_ceo2_fluorite_solution.cif,prototype_sanity_ceo2_fluorite,C:\Users\brown\Documents\GitHub\Structured_Crystal_Analyser\benchmarks\paper_targets\reference_cifs\sanity_ceo2_fluorite.cif,C:\Users\brown\Documents\GitHub\Structured_Crystal_Analyser\reports\paper_targets_chgnet_relaxed\challenge_054_ceo2_fluorite_solution_chgnet_relaxed.cif,CeO2,CeO2,CeO2,fluorite,fluorite,False,False,,,,False,4.1022556622823085,37.45259475708008,0.7091529369354248,False,True,False,2,P4/mmm,Fm-3m,P4/mmm,97.33599999999997,158.34042100000002,139.28727688212143,1.4309944612694325,bad_contacts_or_invalid_geometry,bad_contacts_or_invalid_geometry;relaxation_failed;relaxation_improved;reference_prototype_mismatch_risk,bad_contacts_or_invalid_geometry;relaxation_failed;reference_prototype_mismatch_risk,relaxation_improved,prototype_or_polymorph_note,high,Pre-DFT geometry/contact checks flagged the generated CIF. CHGNet relaxation did not satisfy the configured force threshold.
generated_challenge_pbs_rocksalt,challenge_063_pbs_rocksalt_solution.cif,C:\Users\brown\Downloads\example created cifs\challenge_063_pbs_rocksalt_solution.cif,prototype_generated_challenge_pbs_rocksalt,C:\Users\brown\Documents\GitHub\Structured_Crystal_Analyser\benchmarks\paper_targets\reference_cifs\generated_challenge_pbs_rocksalt.cif,C:\Users\brown\Documents\GitHub\Structured_Crystal_Analyser\reports\paper_targets_chgnet_relaxed\challenge_063_pbs_rocksalt_solution_chgnet_relaxed.cif,PbS,PbS,PbS,rocksalt,B1 rocksalt,False,False,,,,True,0.2158210277557373,0.8607120245090749,0.01378690196383175,False,True,True,0,Amm2,Fm-3m,Amm2,97.33599999999997,209.58458400000006,114.45756479668057,1.1759016684133374,wrong_prototype_or_symmetry,relaxation_improved;wrong_prototype_or_symmetry;reference_prototype_mismatch_risk,wrong_prototype_or_symmetry;reference_prototype_mismatch_risk,relaxation_improved,prototype_or_polymorph_note,medium,Generated CIF is geometrically plausible but does not match the reference prototype.
generated_challenge_fes2_pyrite,challenge_065_fes2_pyrite_solution.cif,C:\Users\brown\Downloads\example created cifs\challenge_065_fes2_pyrite_solution.cif,prototype_generated_challenge_fes2_pyrite,C:\Users\brown\Documents\GitHub\Structured_Crystal_Analyser\benchmarks\paper_targets\reference_cifs\generated_challenge_fes2_pyrite.cif,C:\Users\brown\Documents\GitHub\Structured_Crystal_Analyser\reports\paper_targets_chgnet_relaxed\challenge_065_fes2_pyrite_solution_chgnet_relaxed.cif,FeS2,FeS2,FeS2,pyrite,pyrite,False,False,,,,True,0.18989531199137355,0.5394186973628665,0.023113846805192125,False,True,True,0,Pmmm,Pa-3,Pmmm,97.33599999999997,159.220088,91.64597960353603,0.9415424879133729,wrong_prototype_or_symmetry,relaxation_improved;wrong_prototype_or_symmetry;reference_prototype_mismatch_risk,wrong_prototype_or_symmetry;reference_prototype_mismatch_risk,relaxation_improved,prototype_or_polymorph_note,medium,Generated CIF is geometrically plausible but does not match the reference prototype.
generated_challenge_cos2_pyrite,challenge_066_cos2_pyrite_solution.cif,C:\Users\brown\Downloads\example created cifs\challenge_066_cos2_pyrite_solution.cif,prototype_generated_challenge_cos2_pyrite,C:\Users\brown\Documents\GitHub\Structured_Crystal_Analyser\benchmarks\paper_targets\reference_cifs\generated_challenge_cos2_pyrite.cif,C:\Users\brown\Documents\GitHub\Structured_Crystal_Analyser\reports\paper_targets_chgnet_relaxed\challenge_066_cos2_pyrite_solution_chgnet_relaxed.cif,CoS2,CoS2,CoS2,pyrite,pyrite,False,False,,,,True,0.3945542971293132,2.8384946111199945,0.06475460716905014,False,True,True,0,R3m,Pa-3,R-3m,97.33599999999997,170.031464,120.81331454063363,1.241198678193409,wrong_prototype_or_symmetry,relaxation_improved;wrong_prototype_or_symmetry;reference_prototype_mismatch_risk,wrong_prototype_or_symmetry;reference_prototype_mismatch_risk,relaxation_improved,prototype_or_polymorph_note,medium,Generated CIF is geometrically plausible but does not match the reference prototype.
generated_challenge_nis2_pyrite,challenge_067_nis2_pyrite_solution.cif,C:\Users\brown\Downloads\example created cifs\challenge_067_nis2_pyrite_solution.cif,prototype_generated_challenge_nis2_pyrite,C:\Users\brown\Documents\GitHub\Structured_Crystal_Analyser\benchmarks\paper_targets\reference_cifs\generated_challenge_nis2_pyrite.cif,C:\Users\brown\Documents\GitHub\Structured_Crystal_Analyser\reports\paper_targets_chgnet_relaxed\challenge_067_nis2_pyrite_solution_chgnet_relaxed.cif,NiS2,NiS2,NiS2,pyrite,pyrite,False,False,,,,False,1.5686806042989094,47.213575914170406,0.10139344058023984,False,True,True,0,Cm,Pa-3,Cm,97.33599999999997,184.220009,143.33473923341614,1.4725768393340202,relaxation_failed,relaxation_failed;relaxation_improved;wrong_prototype_or_symmetry;reference_prototype_mismatch_risk,relaxation_failed;wrong_prototype_or_symmetry;reference_prototype_mismatch_risk,relaxation_improved,prototype_or_polymorph_note,high,CHGNet relaxation did not satisfy the configured force threshold. Generated CIF is geometrically plausible but does not match the reference prototype.
